latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.56795,-118.57767,352.19,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,307.48,6.85,D
34.56671,-118.58601,353.6,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,305.85,10.2,D
34.56609,-118.59017,348.11,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,300.26,101.35,D
34.56178,-118.61912,335.92,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,299.93,54.63,D
34.56363,-118.6067,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,l,2.0NRT,333.11,123.76,D
34.57122,-118.57844,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,310.73,6.85,D
34.57061,-118.58262,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,311.78,10.2,D
34.56999,-118.5868,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,309.2,10.2,D
34.56876,-118.59508,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,354.72,101.35,D
34.56814,-118.5992,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,346.33,85.91,D
34.56753,-118.60331,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,331.48,85.91,D
34.56691,-118.60745,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,366.74,123.76,D
34.57555,-118.54929,348.35,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,313.54,15.93,D
34.57493,-118.5534,350.8,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,300.75,15.93,D
34.57432,-118.55753,336.86,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,297.01,4.98,D
34.5737,-118.56169,340.91,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,303.39,4.98,D
34.57308,-118.56588,352.26,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,305.05,6.46,D
34.57246,-118.57011,352.74,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,308.89,6.46,D
34.57184,-118.57428,352.71,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,307.88,6.85,D
34.56937,-118.59093,351.96,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,302.98,101.35,D
34.56568,-118.6157,335.85,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,290.48,54.63,D
34.5663,-118.61158,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,l,2.0NRT,351.67,123.76,D
34.57636,-118.56665,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,312.92,10.47,D
34.57574,-118.57085,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,h,2.0NRT,312.18,10.47,D
34.57883,-118.54996,350.06,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,304.02,16.15,D
34.57822,-118.55409,338.28,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,299.25,16.15,D
34.5776,-118.55826,343.49,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,302.95,7.19,D
34.57698,-118.56244,354.79,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,308.64,7.19,D
34.57512,-118.57505,353.97,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,325.42,40.31,D
34.5745,-118.57923,354.08,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,322.51,40.31,D
34.57327,-118.58755,351.16,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,319.18,49.42,D
34.57265,-118.59169,343.78,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,294.52,5.99,D
34.57204,-118.59583,339.77,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,292.66,5.99,D
34.57142,-118.59994,335.99,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,293.32,7.58,D
34.57081,-118.60406,338.87,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,298.42,7.58,D
34.57019,-118.60818,347.23,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,313.25,21.05,D
34.56958,-118.61233,328.65,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,293.39,21.05,D
34.57388,-118.5834,353.74,0.39,0.36,2025-01-22,2057,N21,VIIRS,l,2.0NRT,331.87,49.42,D
34.58088,-118.559,350.57,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,296.16,7.19,D
34.58026,-118.56319,338.47,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,294.41,7.19,D
34.57964,-118.56741,351.12,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,300.83,10.47,D
34.57902,-118.57163,350.62,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,297.66,10.47,D
34.5784,-118.57581,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,l,2.0NRT,331.76,40.31,D
34.57777,-118.57999,367,0.39,0.36,2025-01-22,2057,N21,VIIRS,l,2.0NRT,336.06,40.31,D
36.13872,-121.11458,340.37,0.4,0.37,2025-01-22,2057,N21,VIIRS,n,2.0NRT,295.98,3.89,D
37.13076,-119.27579,341.86,0.39,0.36,2025-01-22,2057,N21,VIIRS,n,2.0NRT,290.69,16.16,D
36.90289,-121.35913,329.15,0.4,0.37,2025-01-22,2057,N21,VIIRS,n,2.0NRT,297.89,1.47,D
34.60617,-117.33804,303.75,0.52,0.41,2025-01-23,0919,N21,VIIRS,n,2.0NRT,272.43,2.19,N
34.53527,-118.59776,306.91,0.4,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,279.24,1.09,N
34.53482,-118.59351,297.54,0.4,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.14,1.09,N
34.42856,-118.64387,313.72,0.4,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.66,1.84,N
34.33371,-118.52117,317.42,0.39,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.32,1.68,N
34.33648,-118.52022,308.22,0.39,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.15,1.54,N
34.3191,-118.51053,299.35,0.39,0.44,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.87,0.87,N
34.29221,-118.80125,312.91,0.41,0.45,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.66,1.26,N
34.14299,-117.42905,302.23,0.52,0.41,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.13,0.81,N
34.07802,-117.49925,299.75,0.52,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.94,1.04,N
34.15265,-118.19366,317.1,0.56,0.43,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.56,2.76,N
34.04019,-117.81978,299.17,0.54,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,276.23,0.78,N
33.8772,-117.00056,296.92,0.49,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,281.92,0.47,N
33.93075,-117.83842,297.55,0.54,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.41,0.54,N
33.90405,-118.40472,296.82,0.38,0.43,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.18,0.69,N
33.79414,-117.47563,304.35,0.52,0.41,2025-01-23,0919,N21,VIIRS,n,2.0NRT,279.61,1.73,N
33.79434,-117.47726,303.86,0.51,0.41,2025-01-23,0919,N21,VIIRS,n,2.0NRT,278.81,0.96,N
33.8534,-118.33348,306.23,0.57,0.43,2025-01-23,0919,N21,VIIRS,n,2.0NRT,289.04,2.51,N
33.81969,-118.24608,295.42,0.56,0.43,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.53,2.3,N
33.71716,-117.71315,301.68,0.53,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.14,0.92,N
33.71388,-117.70894,305.24,0.53,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.6,0.5,N
33.61394,-117.82375,303.39,0.53,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.2,0.62,N
33.6114,-117.82047,299.79,0.53,0.42,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.89,0.91,N
33.4908,-117.61687,299.72,0.52,0.41,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.87,0.97,N
32.85678,-117.02958,301.3,0.48,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,274.69,1.45,N
32.50211,-116.60069,352.95,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,306.11,18.76,N
32.5015,-116.59581,332.56,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.18,3.33,N
32.53643,-116.87804,308.41,0.47,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,278.64,1.14,N
32.50272,-116.60561,315.13,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.13,18.76,N
32.50089,-116.59097,300.55,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.14,3.33,N
32.49976,-116.61105,327.8,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.62,9.57,N
32.49913,-116.60609,349.74,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,293.94,18.76,N
32.49852,-116.60118,352.5,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,293.17,18.76,N
32.49791,-116.59633,319.18,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.37,3.33,N
32.49555,-116.60659,334.73,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,288.51,3.05,N
32.49617,-116.61157,310.55,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.6,1.37,N
32.49493,-116.60165,301.3,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.52,3.05,N
32.49258,-116.61204,305.58,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.3,1.37,N
32.49712,-116.60941,341.15,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,290.35,9.11,N
32.49647,-116.60442,324.62,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.76,2.37,N
32.49584,-116.59956,298.96,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.95,2.37,N
32.49353,-116.60986,307.99,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.28,9.11,N
32.48994,-116.61033,304.15,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.2,1.97,N
32.48762,-116.62063,342.76,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,291.13,4.22,N
32.48825,-116.62548,305.52,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.32,4.22,N
32.48698,-116.61575,307.53,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.05,1.97,N
32.48599,-116.6363,347.57,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.88,8.87,N
32.48534,-116.63125,355.49,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,292.98,8.87,N
32.48664,-116.64135,299.66,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.35,5.08,N
32.4847,-116.62627,316.7,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.51,2.05,N
32.48406,-116.62134,298.08,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.98,2.05,N
32.48374,-116.64712,350.37,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,288.77,5.08,N
32.4831,-116.64212,337.83,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.7,5.08,N
32.48181,-116.63215,331.58,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.84,8.87,N
32.48439,-116.65216,298.58,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.41,1.68,N
32.48245,-116.63716,307.84,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.21,8.87,N
32.48116,-116.62714,298.27,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.73,2.05,N
32.47987,-116.61716,318.07,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,282.46,2.49,N
32.48148,-116.65794,333.71,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.74,29.15,N
32.48082,-116.65289,348.59,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,303.25,29.15,N
32.48018,-116.64786,343.53,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,291.11,4.35,N
32.47631,-116.61788,351.1,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,288.64,6.9,N
32.47506,-116.60815,324.26,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,283.92,2.52,N
32.47954,-116.64287,308.41,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.32,4.35,N
32.4789,-116.63795,300.66,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.26,8.94,N
32.47825,-116.63293,300.67,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.08,8.94,N
32.4776,-116.62785,298.81,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.45,2.17,N
32.4779,-116.65858,350.08,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,302.99,29.15,N
32.47725,-116.6535,339.96,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,296.36,29.15,N
32.47596,-116.64347,321.37,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.49,4.35,N
32.47532,-116.63854,329.31,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,291.17,8.94,N
32.47467,-116.63346,339.57,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,300.44,8.94,N
32.47276,-116.61861,329.77,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.64,6.9,N
32.53329,-117.09669,301.9,0.48,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,279.01,1.06,N
32.4766,-116.64845,317.74,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.97,4.35,N
32.47401,-116.62836,315.37,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.46,2.17,N
32.47338,-116.62342,315.16,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.59,2.17,N
32.47215,-116.61391,313.65,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.54,6.9,N
32.47152,-116.60894,308.91,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284,2.52,N
32.47301,-116.64899,349.06,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,293.8,29.61,N
32.47237,-116.64402,355.6,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,308.05,29.61,N
32.47174,-116.63908,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,305.87,35.2,N
32.47108,-116.63399,349.43,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,295.16,35.2,N
32.47042,-116.62888,339.29,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,289.15,10.8,N
32.4698,-116.62399,348.34,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,292.17,10.8,N
32.46919,-116.61926,329.66,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.88,8.18,N
32.4686,-116.61463,346.36,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,290.08,8.18,N
32.46797,-116.60973,321.35,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.46,4.16,N
32.47365,-116.65401,297.86,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.11,16.55,N
32.47007,-116.65458,337.11,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,296.35,16.55,N
32.46943,-116.64954,354.64,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,299.49,29.61,N
32.46878,-116.64452,349.16,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,310.75,29.61,N
32.46814,-116.63953,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,317.83,35.2,N
32.46749,-116.63445,353.31,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,299.17,35.2,N
32.46684,-116.62937,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,294.03,10.8,N
32.46622,-116.62457,354.23,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,294.48,10.8,N
32.46563,-116.6199,351.35,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,292.34,8.18,N
32.46503,-116.6153,348.82,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,293.99,8.18,N
32.46442,-116.61053,322.28,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,284.79,4.16,N
32.4665,-116.65527,344.66,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,289.84,7.9,N
32.46585,-116.65014,351.33,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,291.52,85.41,N
32.46453,-116.63995,347.52,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,296.39,31.29,N
32.46389,-116.6349,344.72,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,310.49,31.29,N
32.46325,-116.62988,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,295.78,19.12,N
32.46265,-116.62518,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,297.99,19.12,N
32.46206,-116.62056,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,295.48,26.45,N
32.46148,-116.616,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,293.68,26.45,N
32.46088,-116.61133,331.67,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,296.21,12.53,N
32.46161,-116.6456,332.14,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.78,85.41,N
32.46096,-116.64053,354.08,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,300.91,31.29,N
32.46032,-116.63554,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,296.93,31.29,N
32.45969,-116.63063,353.91,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,302.78,19.12,N
32.45909,-116.62593,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,296.15,19.12,N
32.45851,-116.62133,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,298.82,26.45,N
32.45792,-116.61674,350.36,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,306.5,26.45,N
32.45732,-116.61207,328.34,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.34,12.53,N
32.45807,-116.64645,328.06,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,311.44,39.45,N
32.45741,-116.64133,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,295.31,34.58,N
32.45676,-116.63628,338.9,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,310.8,34.58,N
32.45614,-116.63144,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,347.18,193.34,N
32.45554,-116.62672,352.01,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,307.25,193.34,N
32.45496,-116.62213,352.78,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,299.56,11.37,N
32.45437,-116.61749,309.31,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.57,11.37,N
32.45321,-116.63702,333.96,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,291.73,34.58,N
32.45452,-116.64732,299.33,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.73,39.45,N
32.45386,-116.64214,300.12,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,286.7,34.58,N
32.452,-116.6275,312.42,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,301.76,193.34,N
32.4514,-116.62287,297.34,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.4,11.37,N
32.44965,-116.63776,323.22,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,289.24,24.97,N
32.44904,-116.63294,367,0.46,0.39,2025-01-23,0919,N21,VIIRS,h,2.0NRT,351.65,87.59,N
32.44844,-116.62824,325.78,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,287.16,87.59,N
32.44548,-116.63369,305.72,0.46,0.39,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.82,87.59,N
32.47585,-117.05399,303.89,0.48,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,285.34,1.01,N
32.37351,-117.06956,300.01,0.48,0.4,2025-01-23,0919,N21,VIIRS,n,2.0NRT,275.44,1.14,N
32.22307,-116.90156,330.45,0.44,0.39,2025-01-23,2038,N21,VIIRS,n,2.0NRT,302.13,2.6,D
32.23005,-116.90331,333.76,0.44,0.39,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.62,5.58,D
32.3049,-117.03648,335.55,0.45,0.39,2025-01-23,2038,N21,VIIRS,n,2.0NRT,301.59,4.11,D
32.44442,-116.59876,341.38,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.79,3.77,D
32.5038,-116.27698,340.63,0.42,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,293.57,7.8,D
32.4521,-116.59592,347.31,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.01,8.23,D
32.45075,-116.5942,335.24,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,296.81,4.53,D
32.45419,-116.59505,333.53,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,296.52,4.53,D
32.46812,-116.59756,337.33,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.88,6.08,D
32.46724,-116.60241,344.46,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,305.82,6.08,D
32.47157,-116.59831,355.22,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,312.77,30.21,D
32.47499,-116.59924,344.39,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,293.82,30.21,D
32.40727,-116.97632,335.69,0.44,0.39,2025-01-23,2038,N21,VIIRS,n,2.0NRT,298.62,3.25,D
32.49314,-116.61827,336.93,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.33,9.15,D
32.49236,-116.6227,352.4,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,304.1,5.53,D
32.49158,-116.62716,331.55,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,298.46,5.53,D
32.48322,-116.6741,334.91,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.33,5.41,D
32.4958,-116.62357,348.77,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,295.18,18.67,D
32.49503,-116.62794,352.29,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,309.71,18.67,D
32.49762,-116.63354,344.94,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,295.08,8.46,D
32.49428,-116.65235,336.28,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.93,4.72,D
32.49177,-116.66652,346.96,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,315.51,44.45,D
32.49096,-116.6711,344.47,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,302.92,14.38,D
32.50021,-116.63917,330.95,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.8,9.3,D
32.4994,-116.64383,333.76,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.05,8.55,D
32.49772,-116.65324,346.26,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.66,7.83,D
32.49688,-116.65802,345.53,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.36,7.83,D
32.50364,-116.6401,330.77,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.44,9.3,D
32.50283,-116.64471,333.55,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,293.67,8.55,D
32.46491,-117.00043,337.67,0.44,0.39,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.17,8.2,D
32.49803,-116.83481,333.5,0.44,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,302.48,6.45,D
32.52499,-116.70259,342.48,0.43,0.38,2025-01-23,2038,N21,VIIRS,n,2.0NRT,297.7,4.72,D
33.25102,-115.49464,349.6,0.4,0.37,2025-01-23,2038,N21,VIIRS,n,2.0NRT,299.15,6.48,D
33.25032,-115.49884,355.45,0.4,0.37,2025-01-23,2038,N21,VIIRS,l,2.0NRT,299.12,27.09,D
33.25435,-115.4954,346.85,0.4,0.37,2025-01-23,2038,N21,VIIRS,n,2.0NRT,298.38,6.48,D
33.25697,-115.50038,346.87,0.4,0.37,2025-01-23,2038,N21,VIIRS,n,2.0NRT,298.91,3.79,D
34.15369,-118.195,332.03,0.47,0.4,2025-01-23,2038,N21,VIIRS,n,2.0NRT,302.46,1.6,D
34.56648,-118.62125,347.15,0.48,0.4,2025-01-23,2038,N21,VIIRS,n,2.0NRT,304.65,12.57,D
34.57218,-118.61121,341.4,0.48,0.4,2025-01-23,2038,N21,VIIRS,n,2.0NRT,300.55,10.58,D
36.52297,-120.28791,327.32,0.53,0.42,2025-01-23,2040,N21,VIIRS,n,2.0NRT,293.82,2.18,D
37.1288,-119.27417,333.05,0.47,0.4,2025-01-23,2040,N21,VIIRS,n,2.0NRT,290.23,9.02,D
37.12783,-119.27935,330.13,0.47,0.4,2025-01-23,2040,N21,VIIRS,n,2.0NRT,289.75,5.5,D
37.12597,-119.27631,342.99,0.47,0.4,2025-01-23,2040,N21,VIIRS,n,2.0NRT,292.67,7.23,D
37.12955,-119.27728,340.08,0.47,0.4,2025-01-23,2040,N21,VIIRS,n,2.0NRT,289.34,7.23,D
36.75439,-121.27306,338.73,0.39,0.44,2025-01-23,2040,N21,VIIRS,n,2.0NRT,296.72,5.63,D
34.60515,-117.33411,297.38,0.63,0.54,2025-01-24,0900,N21,VIIRS,n,2.0NRT,271.09,2.06,N
34.42823,-118.64565,304.69,0.37,0.58,2025-01-24,0900,N21,VIIRS,n,2.0NRT,281.1,0.85,N
34.33576,-118.51964,309.59,0.37,0.58,2025-01-24,0900,N21,VIIRS,n,2.0NRT,281.24,1.06,N
